learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes)
78000.0,8.208367103,8.801356190594677E-7,78000.0,87.2,74.38514338316223,84.99413833528722,74.08906882591093,78000.0,414472.0
79000.0,8.310566975,8.910939188628042E-7,79000.0,87.6,75.19722208887396,85.13189448441247,75.1004016064257,79000.0,414472.0
80000.0,8.418125222,9.026267661539174E-7,80000.0,85.8,71.6118094872533,82.29426433915211,70.96114519427402,80000.0,414472.0
81000.0,8.517240518,9.132543247546212E-7,81000.0,85.7,71.38855542216886,82.2139303482587,71.16935483870968,81000.0,414472.0
82000.0,8.615929839,9.238362085255296E-7,82000.0,87.3,74.56031408998037,84.69879518072288,73.92197125256673,82000.0,414472.0
83000.0,8.715904639,9.345559267574527E-7,83000.0,87.2,74.38104197105858,84.35207823960879,73.77049180327869,83000.0,414472.0
84000.0,8.817193729,9.454165686868978E-7,84000.0,86.2,72.44067755992155,83.57142857142857,71.36929460580913,84000.0,414472.0
85000.0,8.927115333,9.57202825048311E-7,85000.0,87.5,74.99659953753711,84.79318734793188,74.74747474747475,85000.0,414472.0
86000.0,9.062947117,9.717672798051041E-7,86000.0,85.5,70.979104955568,82.09876543209876,70.82494969818913,86000.0,414472.0
87000.0,9.16664488,9.828861897768244E-7,87000.0,86.0,72.01175506287359,82.67326732673266,71.8875502008032,87000.0,414472.0
88000.0,9.26422067,9.933486760739443E-7,88000.0,87.3,74.53868916350572,84.69879518072288,74.2914979757085,88000.0,414472.0
89000.0,9.362019715,1.0038351007104644E-6,89000.0,85.5,70.99791184965318,82.18673218673219,70.52845528455283,89000.0,414472.0
90000.0,9.45882308,1.0142147643527223E-6,90000.0,86.9,73.8157105736558,84.02439024390243,72.47899159663865,90000.0,414472.0
91000.0,9.555476504,1.0245783506907854E-6,91000.0,87.4,74.82094897045658,84.70873786407765,74.39024390243902,91000.0,414472.0
92000.0,9.656082466,1.0353657447650077E-6,92000.0,87.1,74.16134537267752,84.4578313253012,73.88663967611336,92000.0,414472.0
93000.0,9.768717354,1.0474429308403408E-6,93000.0,84.7,69.34678602053164,80.63291139240506,68.5185185185185,93000.0,414472.0
94000.0,9.880253503,1.0594023055022935E-6,94000.0,87.6,75.19364957429102,85.09615384615384,75.1004016064257,94000.0,414472.0
95000.0,9.982322584,1.070346581344919E-6,95000.0,88.2,76.43016938318952,86.19883040935673,75.91836734693878,95000.0,414472.0
96000.0,10.08738575,1.0816118955648401E-6,96000.0,86.0,71.95962185547188,82.25602027883396,71.65991902834008,96000.0,414472.0
97000.0,10.188268422,1.0924289596482242E-6,97000.0,87.5,74.99759976957787,84.93975903614458,74.69635627530364,97000.0,414472.0
98000.0,10.296273015,1.1040096660333685E-6,98000.0,85.1,70.17494695544258,80.69948186528497,70.08032128514056,98000.0,414472.0
99000.0,10.399923642,1.1151235218850647E-6,99000.0,87.1,74.24080256873114,84.36363636363636,74.09638554216868,99000.0,414472.0
100000.0,10.505032466,1.126393731747638E-6,100000.0,87.7,75.38030424339472,85.1985559566787,75.30120481927712,100000.0,414472.0
101000.0,10.611307486,1.1377889860466412E-6,101000.0,88.0,76.02071809956198,85.91549295774648,75.7085020242915,101000.0,414472.0
102000.0,10.714775694,1.1488832821664835E-6,102000.0,84.8,69.54542540232094,80.92848180677542,69.47791164658635,102000.0,414472.0
103000.0,10.823567051,1.160548348694334E-6,103000.0,85.6,71.3036512118229,82.20024721878863,70.73170731707317,103000.0,414472.0
104000.0,10.923157886,1.171226896585222E-6,104000.0,87.6,75.1865014567925,85.30805687203792,75.3479125248509,104000.0,414472.0
105000.0,11.050825266,1.184915929631628E-6,105000.0,85.6,71.16990137703763,82.02247191011237,70.30927835051546,105000.0,414472.0
106000.0,11.174128207,1.1981369891855098E-6,106000.0,86.1,72.2444089456869,83.02808302808302,72.42063492063492,106000.0,414472.0
107000.0,11.301162264,1.2117581146781145E-6,107000.0,86.4,72.83466297005022,83.41463414634146,72.1881390593047,107000.0,414472.0
108000.0,11.428581316,1.2254205209526832E-6,108000.0,88.2,76.40764392336882,85.8173076923077,76.35270541082164,108000.0,414472.0
109000.0,11.535550712,1.2368902291647426E-6,109000.0,88.2,76.35886442409793,85.91885441527445,75.91836734693878,109000.0,414472.0
110000.0,11.631541042,1.247182715777262E-6,110000.0,86.5,73.03365399980824,83.51648351648352,72.72727272727273,110000.0,414472.0
111000.0,11.730148969,1.257755872141406E-6,111000.0,88.4,76.81224313562439,86.27218934911242,76.51821862348179,111000.0,414472.0
112000.0,11.829155433,1.2683717613176689E-6,112000.0,86.3,72.61752478413814,83.16953316953317,72.21095334685597,112000.0,414472.0
113000.0,11.930928477,1.2792842948289649E-6,113000.0,86.8,73.63153668212817,83.94160583941604,72.8952772073922,113000.0,414472.0
114000.0,12.060131803,1.2931380184607931E-6,114000.0,87.8,75.62544703329725,85.23002421307505,75.15274949083503,114000.0,414472.0
115000.0,12.161792361,1.3040384907504108E-6,115000.0,86.0,71.99540724678847,83.17307692307692,72.16699801192843,115000.0,414472.0
116000.0,12.265243317,1.315130937038306E-6,116000.0,89.0,77.99445460255984,86.93586698337292,78.26086956521739,116000.0,414472.0
