learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes)
69000.0,13.510448749,1.7302174082633747E-6,69000.0,87.9,75.68152036722914,86.58536585365853,75.84830339321358,69000.0,495032.0
70000.0,13.708378868,1.7555653551654928E-6,70000.0,87.4,74.77608773116916,86.0,74.64788732394366,70000.0,495032.0
71000.0,13.902332262,1.7804040222538383E-6,71000.0,87.9,75.82089075039165,86.46532438478746,75.45638945233266,71000.0,495032.0
72000.0,14.098905264,1.805578169787625E-6,72000.0,86.2,72.54703806412851,85.0,71.95121951219512,72000.0,495032.0
73000.0,14.297211845,1.830974328345629E-6,73000.0,88.8,77.60000000000001,87.77292576419214,77.64471057884231,73000.0,495032.0
74000.0,14.492668668,1.8560055322679623E-6,74000.0,86.3,72.54839097503306,84.67561521252797,72.21095334685597,74000.0,495032.0
75000.0,14.687511821,1.8809581464604758E-6,75000.0,86.8,73.64585621019427,85.39823008849558,73.49397590361446,75000.0,495032.0
76000.0,14.886154491,1.906397346300774E-6,76000.0,87.8,75.57029347686787,86.47450110864744,75.69721115537848,76000.0,495032.0
77000.0,15.085431695,1.931917807821815E-6,77000.0,88.1,76.2632347426456,86.83628318584071,76.00806451612904,77000.0,495032.0
78000.0,15.281716588,1.957055058638362E-6,78000.0,87.8,75.66065365110146,86.88172043010753,75.25354969574036,78000.0,495032.0
79000.0,15.483727252,1.982925581076302E-6,79000.0,87.4,74.84176267396123,85.9375,74.54545454545455,79000.0,495032.0
80000.0,15.685807716,2.0088050424604857E-6,80000.0,87.1,74.09742580619252,85.50561797752809,73.88663967611336,80000.0,495032.0
81000.0,15.913033402,2.0379047300301446E-6,81000.0,86.0,72.12632350188943,84.56449834619625,71.83098591549295,81000.0,495032.0
82000.0,16.141821487,2.067204506434651E-6,82000.0,89.8,79.62729941877885,88.97297297297297,79.39393939393939,82000.0,495032.0
83000.0,16.351273726,2.0940280351604724E-6,83000.0,86.8,73.73395682021689,85.1685393258427,72.78350515463917,83000.0,495032.0
